"bout","foragdiv_id","foragdata_id","date","timestart","timeend","where","canopy","kelptype","success","prey","number","size","qualifier","geometry","site"
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-16","nsf-2017-10-31-mnh-1040-SB1-16-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",3,1,"c",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-17","nsf-2017-10-31-mnh-1040-SB1-17-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","clm",1,2,"a",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-18","nsf-2017-10-31-mnh-1040-SB1-18-2",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",3,1,"c",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-18","nsf-2017-10-31-mnh-1040-SB1-18-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",8,1,"b",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-19","nsf-2017-10-31-mnh-1040-SB1-19-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",5,1,"a",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-2","nsf-2017-10-31-mnh-1040-SB1-2-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","biv",NA,NA,NA,c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-20","nsf-2017-10-31-mnh-1040-SB1-20-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",3,1,"a",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-21","nsf-2017-10-31-mnh-1040-SB1-21-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",5,1,"a",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-22","nsf-2017-10-31-mnh-1040-SB1-22-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","can",1,2,"c",c(-121.936801339721, 36.6385381482064),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-23","nsf-2017-10-31-mnh-1040-SB1-23-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","can",1,2,"a",c(-121.936801339721, 36.6385381482064),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-3","nsf-2017-10-31-mnh-1040-SB1-3-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",4,1,"c",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-4","nsf-2017-10-31-mnh-1040-SB1-4-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","biv",NA,NA,NA,c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-5","nsf-2017-10-31-mnh-1040-SB1-5-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","c","biv",NA,NA,NA,c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-6","nsf-2017-10-31-mnh-1040-SB1-6-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",2,1,"c",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-7","nsf-2017-10-31-mnh-1040-SB1-7-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","unk",1,2,"b",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-8","nsf-2017-10-31-mnh-1040-SB1-8-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",6,1,"c",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-9","nsf-2017-10-31-mnh-1040-SB1-9-1",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",1,2,"a",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-1040","nsf-2017-10-31-mnh-1040-SB1-9","nsf-2017-10-31-mnh-1040-SB1-9-2",2017-10-31,1899-12-31 10:40:00,1899-12-31 11:38:00,"e",0,"x","y","mus",5,1,"c",c(-121.937098387326, 36.6396204041703),NA
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-10","nsf-2017-10-31-mnh-951-SB1-10-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","c","pur",1,2,"a",c(-121.925209730398, 36.6361372644093),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-11","nsf-2017-10-31-mnh-951-SB1-11-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","c","pur",1,2,"a",c(-121.925209730398, 36.6361372644093),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-12","nsf-2017-10-31-mnh-951-SB1-12-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",NA,NA,NA,c(-121.925209730398, 36.6361372644093),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-13","nsf-2017-10-31-mnh-951-SB1-13-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",4,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-14","nsf-2017-10-31-mnh-951-SB1-14-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",1,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-15","nsf-2017-10-31-mnh-951-SB1-15-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",2,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-16","nsf-2017-10-31-mnh-951-SB1-16-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",2,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-16","nsf-2017-10-31-mnh-951-SB1-16-2",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","pur",1,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-18","nsf-2017-10-31-mnh-951-SB1-18-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",2,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-19","nsf-2017-10-31-mnh-951-SB1-19-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",3,1,"c",c(-121.925508554921, 36.6364328598004),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-2","nsf-2017-10-31-mnh-951-SB1-2-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",2,1,"c",c(-121.924433559033, 36.635486396587),NA
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-20","nsf-2017-10-31-mnh-951-SB1-20-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","pur",1,1,"c",c(-121.926056195543, 36.6368231277535),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-21","nsf-2017-10-31-mnh-951-SB1-21-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","pur",1,2,"a",c(-121.926056195543, 36.6368231277535),"Coral Street"
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-3","nsf-2017-10-31-mnh-951-SB1-3-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",1,1,"c",c(-121.924433559033, 36.635486396587),NA
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-5","nsf-2017-10-31-mnh-951-SB1-5-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","mus",1,1,"b",c(-121.924433559033, 36.635486396587),NA
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-6","nsf-2017-10-31-mnh-951-SB1-6-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","unk",1,2,"b",c(-121.924433559033, 36.635486396587),NA
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-7","nsf-2017-10-31-mnh-951-SB1-7-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","pur",1,2,"a",c(-121.924433559033, 36.635486396587),NA
"nsf-2017-10-31-mnh-951","nsf-2017-10-31-mnh-951-SB1-9","nsf-2017-10-31-mnh-951-SB1-9-1",2017-10-31,1899-12-31 09:51:00,1899-12-31 10:17:00,"e",0,"x","y","pur",1,2,"a",c(-121.925209730398, 36.6361372644093),"Coral Street"
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-1","nsf-2017-10-31-snl-1613-SB1-1-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"a",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-11","nsf-2017-10-31-snl-1613-SB1-11-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"c",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-12","nsf-2017-10-31-snl-1613-SB1-12-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-13","nsf-2017-10-31-snl-1613-SB1-13-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-14","nsf-2017-10-31-snl-1613-SB1-14-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","unk",NA,NA,NA,c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-16","nsf-2017-10-31-snl-1613-SB1-16-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"a",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-17","nsf-2017-10-31-snl-1613-SB1-17-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",2,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-18","nsf-2017-10-31-snl-1613-SB1-18-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",2,2,"a",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-19","nsf-2017-10-31-snl-1613-SB1-19-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"c",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-20","nsf-2017-10-31-snl-1613-SB1-20-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-21","nsf-2017-10-31-snl-1613-SB1-21-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-22","nsf-2017-10-31-snl-1613-SB1-22-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-27","nsf-2017-10-31-snl-1613-SB1-27-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"a",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-27","nsf-2017-10-31-snl-1613-SB1-27-2",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",2,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-28","nsf-2017-10-31-snl-1613-SB1-28-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",NA,NA,NA,c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-4","nsf-2017-10-31-snl-1613-SB1-4-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","unk",1,1,"c",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-5","nsf-2017-10-31-snl-1613-SB1-5-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"a",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-6","nsf-2017-10-31-snl-1613-SB1-6-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"a",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-7","nsf-2017-10-31-snl-1613-SB1-7-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","unk",1,1,"c",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-8","nsf-2017-10-31-snl-1613-SB1-8-2",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"c",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-8","nsf-2017-10-31-snl-1613-SB1-8-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,1,"c",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-1613","nsf-2017-10-31-snl-1613-SB1-9","nsf-2017-10-31-snl-1613-SB1-9-1",2017-10-31,1899-12-31 16:13:00,1899-12-31 16:57:00,"e",0,"x","y","mus",1,2,"b",c(-121.941654053489, 36.6348125847947),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-1","nsf-2017-10-31-snl-830-SB1-1-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",2,2,"a",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-10","nsf-2017-10-31-snl-830-SB1-10-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"b",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-12","nsf-2017-10-31-snl-830-SB1-12-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",NA,NA,NA,c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-13","nsf-2017-10-31-snl-830-SB1-13-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"a",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-14","nsf-2017-10-31-snl-830-SB1-14-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,3,"a",c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-15","nsf-2017-10-31-snl-830-SB1-15-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","u",NA,NA,NA,NA,c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-19","nsf-2017-10-31-snl-830-SB1-19-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"a",c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-2","nsf-2017-10-31-snl-830-SB1-2-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"a",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-20","nsf-2017-10-31-snl-830-SB1-20-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"a",c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-22","nsf-2017-10-31-snl-830-SB1-22-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"b",c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-23","nsf-2017-10-31-snl-830-SB1-23-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"b",c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-24","nsf-2017-10-31-snl-830-SB1-24-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","unk",NA,NA,NA,c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-25","nsf-2017-10-31-snl-830-SB1-25-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","unk",NA,NA,NA,c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-27","nsf-2017-10-31-snl-830-SB1-27-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","unk",NA,NA,NA,c(-121.940739139325, 36.6344051021166),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-29","nsf-2017-10-31-snl-830-SB1-29-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",2,1,"c",c(-121.94084836328, 36.6354417359891),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-3","nsf-2017-10-31-snl-830-SB1-3-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"c",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-31","nsf-2017-10-31-snl-830-SB1-31-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","unk",2,1,"b",c(-121.94084836328, 36.6354417359891),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-32","nsf-2017-10-31-snl-830-SB1-32-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","unk",3,1,"b",c(-121.941131421429, 36.6358739285826),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-33","nsf-2017-10-31-snl-830-SB1-33-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","biv",0.01,2,"c",c(-121.941131421429, 36.6358739285826),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-34","nsf-2017-10-31-snl-830-SB1-34-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","I",NA,NA,NA,NA,c(-121.941131421429, 36.6358739285826),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-4","nsf-2017-10-31-snl-830-SB1-4-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"b",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-5","nsf-2017-10-31-snl-830-SB1-5-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"c",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-6","nsf-2017-10-31-snl-830-SB1-6-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",2,2,"b",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-7","nsf-2017-10-31-snl-830-SB1-7-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"c",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-8","nsf-2017-10-31-snl-830-SB1-8-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",2,1,"c",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-8","nsf-2017-10-31-snl-830-SB1-8-2",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",1,2,"a",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-10-31-snl-830","nsf-2017-10-31-snl-830-SB1-9","nsf-2017-10-31-snl-830-SB1-9-1",2017-10-31,1899-12-31 08:30:00,1899-12-31 09:25:00,"e",0.5,"n","y","mus",2,2,"b",c(-121.940521918958, 36.6348545083968),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-1","nsf-2017-11-01-jtw-1017-SB1-1-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","cra",1,1,"c",c(-121.88984642769, 36.6042348666836),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-10","nsf-2017-11-01-jtw-1017-SB1-10-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","cra",1,2,"a",c(-121.889748281924, 36.6041077938474),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-11","nsf-2017-11-01-jtw-1017-SB1-11-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","cra",1,1,"c",c(-121.889748281924, 36.6041077938474),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-12","nsf-2017-11-01-jtw-1017-SB1-12-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","cra",1,2,"a",c(-121.8902657164, 36.6046049799261),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-13","nsf-2017-11-01-jtw-1017-SB1-13-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","clm",1,1,"b",c(-121.890122536493, 36.6049405885066),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-14","nsf-2017-11-01-jtw-1017-SB1-14-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","clm",1,1,"c",c(-121.890234799442, 36.6053277484532),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-18","nsf-2017-11-01-jtw-1017-SB1-18-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","mus",2,1,"b",c(-121.89098230662, 36.6062241267777),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-2","nsf-2017-11-01-jtw-1017-SB1-2-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","fat",1,3,"c",c(-121.88984642769, 36.6042348666836),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-3","nsf-2017-11-01-jtw-1017-SB1-3-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","fat",1,3,"a",c(-121.88984642769, 36.6042348666836),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-4","nsf-2017-11-01-jtw-1017-SB1-4-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","fat",1,3,"b",c(-121.88984642769, 36.6042348666836),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-5","nsf-2017-11-01-jtw-1017-SB1-5-1",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","cra",2,1,"c",c(-121.88984642769, 36.6042348666836),NA
"nsf-2017-11-01-jtw-1017","nsf-2017-11-01-jtw-1017-SB1-6","nsf-2017-11-01-jtw-1017-SB1-6-2",2017-11-01,1899-12-31 10:17:00,1899-12-31 10:49:00,"a",0,"x","y","fat",1,4,"a",c(-121.88984642769, 36.6042348666836),NA
