"bout","foragdiv_id","foragdata_id","date","timestart","timeend","where","canopy","kelptype","success","prey","number","size","qualifier","geometry","site"
"mba-2016-07-13-snl-1645","mba-2016-07-13-snl-1645-SB1-3","mba-2016-07-13-snl-1645-SB1-3-1",2016-07-13,1899-12-31 16:45:00,1899-12-31 17:12:00,"k",1,"m","y","gas",4,1,"b",c(-121.91769569789, 36.6326958534748),NA
"mba-2016-07-13-snl-1645","mba-2016-07-13-snl-1645-SB1-4","mba-2016-07-13-snl-1645-SB1-4-1",2016-07-13,1899-12-31 16:45:00,1899-12-31 17:12:00,"k",1,"m","y","gas",3,1,"b",c(-121.91769569789, 36.6326958534748),NA
"mba-2016-07-13-snl-1645","mba-2016-07-13-snl-1645-SB1-5","mba-2016-07-13-snl-1645-SB1-5-1",2016-07-13,1899-12-31 16:45:00,1899-12-31 17:12:00,"k",1,"m","y","prc",1,2,"a",c(-121.91769569789, 36.6326958534748),NA
"mba-2016-07-13-snl-1645","mba-2016-07-13-snl-1645-SB1-6","mba-2016-07-13-snl-1645-SB1-6-1",2016-07-13,1899-12-31 16:45:00,1899-12-31 17:12:00,"k",1,"m","y","gas",9,1,"b",c(-121.91769569789, 36.6326958534748),NA
"mba-2016-07-13-snl-1645","mba-2016-07-13-snl-1645-SB1-7","mba-2016-07-13-snl-1645-SB1-7-1",2016-07-13,1899-12-31 16:45:00,1899-12-31 17:12:00,"k",1,"m","e",NA,NA,NA,NA,c(-121.91769569789, 36.6326958534748),NA
"mba-2016-07-13-snl-1645","mba-2016-07-13-snl-1645-SB1-8","mba-2016-07-13-snl-1645-SB1-8-1",2016-07-13,1899-12-31 16:45:00,1899-12-31 17:12:00,"k",1,"m","I",NA,NA,NA,NA,c(-121.91769569789, 36.6326958534748),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-10","mba-2016-07-15-mms-1041-SB1-10-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,2,"b",c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-11","mba-2016-07-15-mms-1041-SB1-11-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,NA,NA,c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-11","mba-2016-07-15-mms-1041-SB1-11-2",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,2,"a",c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-15","mba-2016-07-15-mms-1041-SB1-15-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","unk",NA,NA,NA,c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-16","mba-2016-07-15-mms-1041-SB1-16-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,1,"c",c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-17","mba-2016-07-15-mms-1041-SB1-17-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,1,"b",c(-121.917862334005, 36.6312722922838),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-19","mba-2016-07-15-mms-1041-SB1-19-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","unk",1,1,"b",c(-121.917862334005, 36.6312722922838),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-27","mba-2016-07-15-mms-1041-SB1-27-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","unk",NA,NA,NA,c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-30","mba-2016-07-15-mms-1041-SB1-30-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","kcr",1,1,"b",c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-31","mba-2016-07-15-mms-1041-SB1-31-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","kcr",1,1,"b",c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-32","mba-2016-07-15-mms-1041-SB1-32-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","kcr",1,2,"a",c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-32","mba-2016-07-15-mms-1041-SB1-32-2",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","cap",1,2,"c",c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-33","mba-2016-07-15-mms-1041-SB1-33-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","unk",NA,NA,NA,c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-34","mba-2016-07-15-mms-1041-SB1-34-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","unk",NA,NA,NA,c(-121.917998225197, 36.6297872857989),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-35","mba-2016-07-15-mms-1041-SB1-35-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,NA,NA,NA,"y","unk",NA,NA,NA,c(-121.918356627426, 36.6300733709932),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-5","mba-2016-07-15-mms-1041-SB1-5-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",2,1,"c",c(-121.917618041452, 36.6323264028145),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-6","mba-2016-07-15-mms-1041-SB1-6-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",2,1,"c",c(-121.917618041452, 36.6323264028145),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-9","mba-2016-07-15-mms-1041-SB1-9-2",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,2,"a",c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-mms-1041","mba-2016-07-15-mms-1041-SB1-9","mba-2016-07-15-mms-1041-SB1-9-1",2016-07-15,1899-12-31 10:41:00,1899-12-31 11:39:00,"k",1,"m","y","kcr",1,1,"c",c(-121.917353842678, 36.6318340919068),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-10","mba-2016-07-15-sme-941-SB1-10-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","unk",2,1,"b",c(-121.915518432153, 36.6276272162723),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-11","mba-2016-07-15-sme-941-SB1-11-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","prc",3,2,"a",c(-121.915767729819, 36.6280966541946),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-2","mba-2016-07-15-sme-941-SB1-2-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","unk",3,2,"a",c(-121.915592578519, 36.6284541669229),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-3","mba-2016-07-15-sme-941-SB1-3-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","unk",NA,NA,NA,c(-121.915592578519, 36.6284541669229),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-4","mba-2016-07-15-sme-941-SB1-4-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","prc",3,2,"a",c(-121.915592578519, 36.6284541669229),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-5","mba-2016-07-15-sme-941-SB1-5-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","prc",1,2,"a",c(-121.915518432153, 36.6276272162723),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-6","mba-2016-07-15-sme-941-SB1-6-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","unk",3,2,"b",c(-121.915518432153, 36.6276272162723),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-7","mba-2016-07-15-sme-941-SB1-7-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","can",2,2,"a",c(-121.915518432153, 36.6276272162723),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-8","mba-2016-07-15-sme-941-SB1-8-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","unk",3,2,"b",c(-121.915518432153, 36.6276272162723),NA
"mba-2016-07-15-sme-941","mba-2016-07-15-sme-941-SB1-9","mba-2016-07-15-sme-941-SB1-9-1",2016-07-15,1899-12-31 09:41:00,1899-12-31 10:12:00,"k",0.5,"m","y","prc",3,2,"a",c(-121.915518432153, 36.6276272162723),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-1","mba-2016-07-18-jaf-838-SB1-1-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","cra",0.25,1,"c",c(-121.921231639608, 36.6326726427732),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-10","mba-2016-07-18-jaf-838-SB1-10-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","caa",1,2,"b",c(-121.92105154262, 36.6326136630719),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-11","mba-2016-07-18-jaf-838-SB1-11-2",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","unk",1,1,"b",c(-121.92105154262, 36.6326136630719),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-13","mba-2016-07-18-jaf-838-SB1-13-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","cra",1,1,"c",c(-121.92105154262, 36.6326136630719),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-17","mba-2016-07-18-jaf-838-SB1-17-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","caa",1,2,"b",c(-121.92134804493, 36.6326827907491),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-18","mba-2016-07-18-jaf-838-SB1-18-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","c","caa",1,2,"b",c(-121.92134804493, 36.6326827907491),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-2","mba-2016-07-18-jaf-838-SB1-2-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","caa",1,2,"a",c(-121.921231639608, 36.6326726427732),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-24","mba-2016-07-18-jaf-838-SB1-24-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","kcr",1,2,"a",c(-121.921589702598, 36.6328324550062),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-25","mba-2016-07-18-jaf-838-SB1-25-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","rcr",1,1,"c",c(-121.921589702598, 36.6328324550062),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-5","mba-2016-07-18-jaf-838-SB1-5-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","unk",1,1,"a",c(-121.921231639608, 36.6326726427732),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-7","mba-2016-07-18-jaf-838-SB1-7-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","cra",1,1,"c",c(-121.921111234096, 36.6325375971838),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-8","mba-2016-07-18-jaf-838-SB1-8-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","unk",1,1,"b",c(-121.92105154262, 36.6326136630719),NA
"mba-2016-07-18-jaf-838","mba-2016-07-18-jaf-838-SB1-9","mba-2016-07-18-jaf-838-SB1-9-1",2016-07-18,1899-12-31 08:38:00,1899-12-31 09:05:00,"k",0.5,"m","y","caa",1,2,"a",c(-121.92105154262, 36.6326136630719),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-10","mba-2016-07-18-jaf-929-SB1-10-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",2,2,"a",c(-121.920482369208, 36.6330572403014),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-11","mba-2016-07-18-jaf-929-SB1-11-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,1,"c",c(-121.920482369208, 36.6330572403014),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-12","mba-2016-07-18-jaf-929-SB1-12-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","kcr",1,1,"c",c(-121.920633702287, 36.6331461234553),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-13","mba-2016-07-18-jaf-929-SB1-13-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",2,2,"a",c(-121.920633702287, 36.6331461234553),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-14","mba-2016-07-18-jaf-929-SB1-14-2",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",0.001,2,"c",c(-121.920633702287, 36.6331461234553),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-14","mba-2016-07-18-jaf-929-SB1-14-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,2,"a",c(-121.920633702287, 36.6331461234553),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-15","mba-2016-07-18-jaf-929-SB1-15-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",3,2,"a",c(-121.920633702287, 36.6331461234553),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-16","mba-2016-07-18-jaf-929-SB1-16-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","rab",1,2,"a",c(-121.921420371103, 36.634030286803),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-16","mba-2016-07-18-jaf-929-SB1-16-2",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,2,"b",c(-121.921420371103, 36.634030286803),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-17","mba-2016-07-18-jaf-929-SB1-17-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","c","rab",1,2,"a",c(-121.921420371103, 36.634030286803),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-17","mba-2016-07-18-jaf-929-SB1-17-2",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","c","pur",1,2,"b",c(-121.921420371103, 36.634030286803),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-18","mba-2016-07-18-jaf-929-SB1-18-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",2,2,"b",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-19","mba-2016-07-18-jaf-929-SB1-19-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",2,2,"a",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-2","mba-2016-07-18-jaf-929-SB1-2-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,2,"a",c(-121.920687702338, 36.6323251343657),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-20","mba-2016-07-18-jaf-929-SB1-20-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,2,"b",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-21","mba-2016-07-18-jaf-929-SB1-21-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",3,2,"a",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-22","mba-2016-07-18-jaf-929-SB1-22-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,2,"b",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-23","mba-2016-07-18-jaf-929-SB1-23-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",2,2,"a",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-23","mba-2016-07-18-jaf-929-SB1-23-2",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","chi",1,1,"b",c(-121.921714860507, 36.6343707808266),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-3","mba-2016-07-18-jaf-929-SB1-3-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","cra",1,1,"c",c(-121.920687702338, 36.6323251343657),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-4","mba-2016-07-18-jaf-929-SB1-4-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,2,"a",c(-121.920572360565, 36.6325907227954),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-5","mba-2016-07-18-jaf-929-SB1-5-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,1,"c",c(-121.920572360565, 36.6325907227954),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-6","mba-2016-07-18-jaf-929-SB1-6-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","rcr",1,2,"b",c(-121.920572360565, 36.6325907227954),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-7","mba-2016-07-18-jaf-929-SB1-7-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","pur",1,1,"c",c(-121.920572360565, 36.6325907227954),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-8","mba-2016-07-18-jaf-929-SB1-8-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","unk",1,1,NA,c(-121.920572360565, 36.6325907227954),NA
"mba-2016-07-18-jaf-929","mba-2016-07-18-jaf-929-SB1-9","mba-2016-07-18-jaf-929-SB1-9-1",2016-07-18,1899-12-31 09:29:00,1899-12-31 10:03:00,"k",0.5,"m","y","rab",0.01,2,"c",c(-121.920572360565, 36.6325907227954),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-1","mba-2016-07-18-snl-1650-SB1-1-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","unk",NA,NA,NA,c(-121.922220277734, 36.632393096498),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-10","mba-2016-07-18-snl-1650-SB1-10-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","cra",1,1,"b",c(-121.922781110934, 36.6330653842396),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-12","mba-2016-07-18-snl-1650-SB1-12-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","cra",1,1,"b",c(-121.922781110934, 36.6330653842396),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-17","mba-2016-07-18-snl-1650-SB1-17-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","cap",1,3,"c",c(-121.922478691264, 36.6327930407608),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-18","mba-2016-07-18-snl-1650-SB1-18-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","unk",NA,NA,NA,c(-121.922478691264, 36.6327930407608),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-2","mba-2016-07-18-snl-1650-SB1-2-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","pur",3,2,"a",c(-121.922220277734, 36.632393096498),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-20","mba-2016-07-18-snl-1650-SB1-20-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","unk",1,1,"b",c(-121.922282592534, 36.6324677952658),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-22","mba-2016-07-18-snl-1650-SB1-22-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","rcr",0.25,3,"c",c(-121.922282592534, 36.6324677952658),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-23","mba-2016-07-18-snl-1650-SB1-23-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","c","rcr",0.25,3,"c",c(-121.922282592534, 36.6324677952658),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-27","mba-2016-07-18-snl-1650-SB1-27-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","kcr",1,2,"a",c(-121.92194363747, 36.632222847414),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-3","mba-2016-07-18-snl-1650-SB1-3-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","pur",1,1,"c",c(-121.922220277734, 36.632393096498),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-4","mba-2016-07-18-snl-1650-SB1-4-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","can",1,2,"c",c(-121.922220277734, 36.632393096498),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-5","mba-2016-07-18-snl-1650-SB1-5-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","unk",NA,NA,NA,c(-121.922220277734, 36.632393096498),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-6","mba-2016-07-18-snl-1650-SB1-6-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","can",1,2,"a",c(-121.922781110934, 36.6330653842396),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-7","mba-2016-07-18-snl-1650-SB1-7-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","can",1,2,"a",c(-121.922781110934, 36.6330653842396),NA
"mba-2016-07-18-snl-1650","mba-2016-07-18-snl-1650-SB1-8","mba-2016-07-18-snl-1650-SB1-8-1",2016-07-18,1899-12-31 16:50:00,1899-12-31 17:28:00,"I",0.5,"m","y","can",1,2,"a",c(-121.922781110934, 36.6330653842396),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-1","mba-2016-07-20-snl-254-SB1-1-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",2,2,"b",c(-121.91466502746, 36.6284065094255),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-11","mba-2016-07-20-snl-254-SB1-11-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",1,NA,NA,c(-121.91466502746, 36.6284065094255),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-15","mba-2016-07-20-snl-254-SB1-15-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",1,1,"c",c(-121.914107743162, 36.6281193793971),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-16","mba-2016-07-20-snl-254-SB1-16-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",1,2,"b",c(-121.914107743162, 36.6281193793971),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-18","mba-2016-07-20-snl-254-SB1-18-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","gas",2,1,"a",c(-121.914107743162, 36.6281193793971),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-19","mba-2016-07-20-snl-254-SB1-19-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",1,2,"a",c(-121.914107743162, 36.6281193793971),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-19","mba-2016-07-20-snl-254-SB1-19-2",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","gas",2,1,"a",c(-121.914107743162, 36.6281193793971),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-2","mba-2016-07-20-snl-254-SB1-2-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",1,2,"a",c(-121.91466502746, 36.6284065094255),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-3","mba-2016-07-20-snl-254-SB1-3-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","kcr",1,2,"a",c(-121.91466502746, 36.6284065094255),NA
"mba-2016-07-20-snl-254","mba-2016-07-20-snl-254-SB1-4","mba-2016-07-20-snl-254-SB1-4-1",2016-07-20,1899-12-31 02:54:00,1899-12-31 03:32:00,"k",1,"m","y","cra",1,1,"b",c(-121.91466502746, 36.6284065094255),NA
